timestamp,ax,ay,az,gx,gy,gz
0,0.4173562030309659,0.8773846483312632,0.508077734753466,0.4475327199090007,0.5594370029144222,0.6067256206324306
100,0.39333230344604536,0.8635718448155756,0.50037306864148,0.47335191401692606,0.6132276207909584,0.40578441558815703
200,0.5085108388126439,0.5249958258127847,0.40575016597797253,0.2285986472560057,0.07212091257156883,0.5415503859027926
300,0.3340308029509403,0.7496824506333762,0.3885610159651379,0.41271913385696096,0.3649506377965956,0.6298538427345334
400,0.2908505810874071,0.8997669984795005,0.5108185614516267,0.4201262796995068,0.6158462302488485,0.619259320992994
500,0.38010366869151707,0.7150508278045904,0.45752396380969773,0.40051497989855733,0.3957738588867149,0.4932128748334165
600,0.36014307165061266,0.2782197298380846,0.36948609810173977,0.2979436391614966,0.7430670369360981,0.7465354979248396
700,0.4438650838826684,0.765359671788237,0.46790144649447624,0.31483898982872055,0.4873524839993277,0.581445385557278
800,0.36692765022928403,0.8264435097542348,0.5075816654243959,0.35938768023819173,0.6574166706552311,0.5062431939795127
900,0.3929280863774312,0.7748301046086102,0.4867885795789783,0.8468484265626288,0.3231074240454407,0.22695454681335425
1000,0.5228268410502066,0.6370029432736662,0.7337488623050489,0.5388522498093717,0.9278972883266285,0.5272666996316818
1100,0.246702504978964,1.0,0.8213792651129913,0.37247363868278516,0.5971340789189629,0.6241072622477462
1200,0.39095267041282106,0.7345935254729962,0.5295310684245954,0.3059856850235298,0.3317088299101675,0.4136593607864316
1300,0.30201410413332513,0.47569634668696115,0.539360527833629,0.5665408692306627,0.8255532633494084,0.9030884925992619
1400,0.5726396747612882,0.6275289749868327,0.6005979113767589,0.49268103756644116,0.5166663695589833,0.6719245023004253
1500,0.4126119075239586,0.853571780078026,0.516288124619386,0.3691227875559892,0.5846774953056973,0.4951993446827488
1600,0.38657686840717126,0.8349428923068694,0.4888788839082333,0.44869670064662753,0.7362659245649235,0.4333112566825953
1700,0.5362713844511726,0.059069379370802005,0.29725158472263746,0.33706042735635594,0.6555618233067204,0.5246890126577706
1800,0.24286527223894408,0.8728075737255967,0.3484669412603715,0.43233043513809416,0.45509266178205426,0.589131144663087
1900,0.2581691240291016,0.8819921530473221,0.3451115580335673,0.3788755315062472,0.43561674427282376,0.5506550539341284
