ax,ay,az,gx,gy,gz
-0.30558449603716076,-0.1939768807258455,-0.065507698703824,0.6564909368671075,0.06955533086208998,0.6360980676959693
0.49289066143208604,0.3973610025836467,-0.2908094057245788,-0.4881248333484062,-0.6628249366111643,-0.36570243700625615
0.9285480721332835,0.734646409392443,-0.35204451255924185,0.5877891687690808,-0.45171532218056154,-0.09370628406248882
0.3431112294739478,0.35931699776736936,-0.367658442884068,-0.26467294432057464,0.10903736839929823,-0.07602132358078229
-0.23968291550526288,-0.4233576030727182,0.3851566754620981,0.47966927864662723,0.24210647254988493,-0.6437402771384959
0.3049058284189927,0.3929394794141652,-0.045737203717811425,-0.2596990632389171,0.1894637443501288,-0.5281079038379313
0.32026178653611526,0.7350559659184637,-0.2167044860650652,-0.0404128064006235,0.018875171390975165,-0.2787580908177587
-0.19008189335516368,0.04390052892040219,-0.1112616108102481,0.4697836616446647,-0.03884710719600404,0.4355619155760868
0.32649790070116746,0.2926596407142479,-0.08120082228020264,-0.5169733798014722,-0.8949454304927766,-0.19389432953225538
1.0,0.8322444198067183,-0.2927173978057416,0.12577718674782257,-0.6648259563443748,-0.14968195519290972
0.24538710042042178,0.4170455911383866,-0.24780397451774427,-0.12838843544018064,-0.09260578870851532,-0.21385992005001386
-0.48266101663190475,-0.37464484249358354,0.20526051456738292,0.45828154685846045,0.07528907369639981,-0.7023566980508626
0.24007920290302698,0.4691228604961779,0.20706219658439418,-0.6163267946029503,0.13689799567302718,-0.4791341974284947
0.31053644161993676,0.7199185381332391,-0.12364787071001704,0.005036081903699641,-0.11646432914644944,-0.2553115272661094
0.12270723697941599,0.28371779078078263,-0.17657269178611845,0.67464567308678,0.11792659987873977,0.31464804271162317
0.46891982013453193,0.2860983764362599,-0.11948788396690702,-0.4234642818806523,-0.9802974451548858,-0.2410275282574249
0.7566366227159296,0.5786466737634821,-0.3835920486112109,0.44833375686480936,-0.5273699840149801,0.019365379001296423
0.23042539374084892,0.36379192051198994,-0.41642497354994723,-0.07802782817466858,0.08841127459762066,-0.1916136950187166
0.07693247694237759,-0.4173525380319528,0.22857099153108051,0.39598359690572194,0.17915069314298737,-0.8493178280967708
0.18676393908969802,0.41066431314830987,0.037841097733288365,-0.6410718679430113,0.05627920536600306,-0.4756532204768017
0.388189243418849,0.722682680377974,-0.021682213116281046,-0.13970402907703372,-0.12177477934488334,-0.3777858203381821
0.12570519372811662,0.22217780033749035,0.03392429452653212,0.7452126865965443,0.12065879588799477,0.37438476651698616
0.27732566669595804,0.2945371582717211,0.0033743051653838396,-0.6360357999544679,-0.58528466403923,-0.17504905533995097
0.9032690784288842,0.8176750983094028,-0.5199885865232607,0.285438987937237,-0.7337848638518175,-0.08786465096204599
0.2236779977339658,0.36070429380328317,-0.20178267916657922,0.15381748430876208,-0.1075366165182936,-0.22514308031357644
-0.4266639668341893,-0.5880633676747813,0.011104670602551936,0.5005595708404846,-0.032805508712512754,-0.9287400532641825
-0.05251001489896945,0.27459488081570327,-0.14778220654666752,-0.4261999213458807,-0.46156659960311863,-0.47301247069485597
0.3526202402927652,0.7478778654121039,-0.12330091180343483,0.005346960777386611,-0.008177334534501202,-0.28391953778014245
0.11472256343209919,0.45464714644079907,0.15524677721265956,-0.030154165363627472,-0.32053182876749065,0.06141714232495277
0.20185011648890305,0.30848781165723627,0.0032140507350622016,-0.6237254362761493,-0.3081407783044773,-0.11591249379869195
