ax,ay,az,gx,gy,gz
-0.7978052194406334,0.8936018801747858,0.6181586610453744,-0.37654142288911274,-0.3026953864413472,0.028492889737431026
-0.8045226387088931,0.8969294360425475,0.6274843116724877,-0.4096195585244844,-0.29681701716253495,0.04089281451037374
-0.7895880734090448,0.8829950480636404,0.6228809441722352,-0.4130091917098567,-0.3022619583328673,0.0353937172255927
-0.7876402395522237,0.8567194319830418,0.6053196299528996,-0.3830869192172439,-0.2972775345716764,0.043318886319714256
-0.7913992182725277,0.8741597793412863,0.6160894915385384,-0.41406114585317544,-0.304374920320407,0.04186324336562208
-0.7963341954816949,0.8740605010908631,0.605480605051943,-0.41184035218882986,-0.30334552843886653,0.035178066387136386
-0.8023142185601315,0.9055994337340392,0.6208090899251897,-0.40985332642868977,-0.3012596557287568,0.02773811188502906
-0.8006710196461904,0.8796167793458289,0.6121814411447577,-0.42773655826995116,-0.28370581584851073,-0.010701654385044557
-0.8081404482023508,0.8979996919235655,0.6438208071808738,-0.2977616890680962,-0.23727482671267852,0.010539954928995732
-0.7901954381487801,0.8192229783722909,0.7206500396187199,-0.5782829859346132,-0.18109169770201572,0.0686039499644433
-0.7994869818598171,0.8677894524705376,0.7876015006700832,-0.9159604997392055,-0.22256535798897914,0.06094834330875831
-0.8155314726721197,0.7878095063467461,0.8397228109800172,-0.7910116476057918,-0.29381010939150387,-0.008922534269121929
-0.8641243365289715,0.5709994354685177,0.9208322407810743,-0.6382444234255735,-0.31225789509654134,-0.2708844249291159
-0.8873669086708063,0.3917482594300914,0.8958899548250046,-0.23522881888692992,-0.30586482958785766,-0.047092735470515956
-0.8575370952604939,0.29879065545532724,0.8809499614796623,-0.3983987069634569,-0.7853718237565327,1.0
-0.9183533341390078,0.40583354704587316,0.8458629605055301,1.0,1.0,-1.0
-1.0,0.3983510064311986,0.7928765866727188,-1.0,0.07617499130436478,-0.22247080240763617
1.0,-1.0,-1.0,-0.24457952365030144,-0.6360558032150199,0.29277301355412666
-0.7162484932205326,-0.09803710710446589,0.9769943124784346,-0.17900766786325528,-0.41148585521628267,0.225112555467619
-0.8908812122088248,0.5624938828657053,0.4793427867904205,-0.04260420267983245,-1.0,-0.49559259629909225
-0.8962394249348129,0.9056949952446378,0.7319292672572653,-0.3936064681348592,-0.2101042996223782,0.22435778090302083
-0.8860472496102956,0.7388986143580962,0.48181699789306487,-0.4765940188855521,-0.3489909288596277,0.062403988235532726
-0.6438633283832684,0.8835121291674461,1.0,-0.5061656402346597,-0.3807124519149714,0.11712539404198163
-0.7311532670611192,0.9138595163199981,0.7063013493731665,-0.4795161162625138,-0.30773398873932944,-0.021645932916091182
-0.7944081347222964,1.0,0.6064689960953558,-0.40319094543565326,-0.3082215950722682,-0.017872044311642687
-0.7598998688746611,0.9069515423850816,0.6714699496591097,-0.38320380316934655,-0.3165650878951154,0.055287509086964004
-0.8144313869248467,0.8042289891665293,0.5769973172886496,-0.391619442330169,-0.2868752589950212,0.05873792381738596
-0.8158060858633611,0.878771675303957,0.6253908527000756,-0.3910350229706071,-0.29172423635099276,0.054586643985273575
-0.7881056604453007,0.9111123913214951,0.63190385754667,-0.40155457153182106,-0.3244480626712497,0.039491083649432435
-0.7844155810169366,0.924664698446444,0.6100012222126765,-0.4052948551478961,-0.31932819221057585,0.03361459769531017
