timestamp,ax,ay,az,gx,gy,gz
0,0.3445850175287014,0.7694562452865901,0.12088860901881694,0.7792707262635263,0.13163633490714274,0.727446284080341
100,0.32239534028106326,0.7428942982169113,0.09454215732321246,0.7859646555441753,0.13281612684928282,0.736879539731802
200,0.3182391500430771,0.6887529246034345,0.08557187269528364,0.7847475772772294,0.06892853246809025,0.8029497615018617
300,0.24272017768166074,0.6493424251496165,0.09621209185398844,0.8051944887773932,0.07715132690628053,0.7855805952067078
400,0.1754586410021078,0.630998728358706,0.05112870115656141,0.7901027207017486,0.3908690988391068,0.7461630619782502
500,0.19349380907902938,0.624816773004655,0.0,1.0,0.7836687637737859,0.0
600,0.33455616760426954,0.5283113110205239,0.06126481192553384,0.0,1.0,1.0
700,0.0,1.0,0.2013738177190145,0.7242344584802479,0.0,0.603241747531368
800,1.0,0.0,1.0,0.8202375736986087,0.18283221292331742,0.6873175132972418
900,0.38447278142996644,0.208824111254564,0.539788080950147,0.8192882530779102,0.3468234864871676,0.757917197734755
1000,0.20267859695664872,0.607098908390518,0.23313192042047678,0.7880823718711675,0.33359550311886976,0.735606798940668
1100,0.3341966386951879,0.7400840796637859,0.2042759196927278,0.8449442558673114,0.1348181982352419,0.628434529666991
1200,0.39081354103177174,0.7611524298062113,0.20080428683944868,0.8108904139860263,0.1997068317978173,0.6977989082626125
1300,0.39311778376205575,0.6891581059695853,0.14456982526794757,0.8197020595936675,0.26731256523139707,0.7531257032065181
1400,0.3658576069013081,0.7307660343099932,0.154051159715205,0.8083345504567273,0.19198454822931021,0.7223178868796994
1500,0.361809480522695,0.7863603811879079,0.18040232793400882,0.7842850882008199,0.1752171838019873,0.6946170562847775
1600,0.38240450334476267,0.758504577034161,0.19793381463247114,0.8051458056229642,0.2506882061522429,0.7492326109346314
1700,0.3855381291289292,0.7681566760262387,0.22120739034554077,0.8045129252091652,0.2128275638803036,0.7240023965891761
1800,0.39435980813917737,0.7916324876693612,0.20787372385313732,0.7999367117359538,0.191555532184804,0.6794190348633812
1900,0.40480987765197385,0.7839150850883942,0.19910469049562168,0.8011781313203369,0.2152229020449662,0.7221307194385809
