timestamp,label,ax,ay,az,gx,gy,gz
0,falling,-2.869771957397464,8.188082218170166,-1.89351409673691,0.2611449062824249,0.041233405470848,0.2226603776216507
100,falling,-3.721651673316956,7.623609662055968,-2.820488899946214,0.2386955916881561,-0.3608686327934265,-0.0772744566202163
200,falling,-4.097623348236085,7.048315763473512,-3.382553160190582,0.5322163701057434,-0.0166460778564214,0.039248090237379
300,falling,-4.406465649604798,7.42472231388092,-2.858199380338192,0.7162395119667053,-0.1989893466234207,-0.0884227454662323
400,falling,-1.668206214904804,6.401832580566415,-0.706982076168021,1.458746194839478,0.5387831330299377,-0.3553708493709564
500,falling,-10.42951822280886,10.53292512893678,17.01628107577567,1.215621829032898,3.648850917816162,-3.939317226409912
600,falling,-13.75426650047303,12.83328127861023,8.825744509696944,0.697149932384491,-3.561955213546753,2.918103218078613
700,falling,-6.927797257900221,11.75843620300293,3.359905034303661,-1.915978789329529,0.1592831164598465,-0.5018258094787598
800,falling,0.7311251163482728,8.272733926773066,2.376347184181214,1.59848165512085,1.512196898460388,0.6305656433105469
900,falling,2.263805747032156,7.363986670970927,2.197247743606565,-0.159435823559761,-0.8156577944755554,0.9199630618095398
1000,falling,0.7175407409668102,9.555598974227896,1.757197499275209,0.0126754539087414,0.1342376321554184,-1.328173756599426
1100,falling,3.773898720741262,8.314922451972965,2.525771677494061,-0.0963639914989471,-0.2640464901924133,-0.8072584271430969
1200,falling,1.089288711547856,9.25660705566406,5.577280521392808,1.544267296791077,0.0639881342649459,0.7490735054016113
1300,falling,2.104704558849335,8.927368879318237,2.343123555183409,-1.995391368865967,0.8813258409500122,-0.5760459303855896
1400,falling,2.28660249710083,7.885151982307432,2.352557301521302,-1.253037333488464,-0.7693848013877869,-0.4392121136188507
1500,falling,2.81174808740616,8.390844881534578,1.742006152868269,-0.1798998117446899,0.3457497358322143,0.0044287731871008
1600,falling,3.457506418228151,8.694531917572021,1.465195775032044,-0.0542142912745475,0.2333505302667617,0.1989893466234207
1700,falling,3.469298005104063,8.534674406051636,1.470959067344665,-0.0705549344420433,-0.119118720293045,-0.1950187236070633
1800,falling,2.979763031005859,8.45093321800232,1.210365951061249,0.0215329993516206,0.1395827084779739,-0.0713185146450996
1900,falling,3.198545038700105,8.029186010360718,1.33356249332428,0.0612392425537109,0.2464841306209564,0.1278235465288162
2000,falling,3.5916051864624,8.19729232788086,1.436704874038696,0.0074830991216003,-0.0374154970049858,-0.0755945742130279
