timestamp,ax,ay,az,gx,gy,gz
0,0.6789796849903982,0.39392449177978095,0.6698277139877712,0.4837165685421696,0.449545373791287,0.3753941220032528
100,0.6713143830531991,0.39732809208646624,0.6330782073259609,0.47827042516549584,0.45306899616833496,0.37520865066290093
200,0.6623157352237364,0.38918709772162247,0.6716101006224271,0.45896136994204967,0.4420728647253363,0.3505409527819637
300,0.5884151292117992,0.41124689071436354,0.4359471480891178,0.24029045635491725,0.3511067061067348,0.33613600717614744
400,0.8189181081878061,0.1414533925066418,0.4027301844931919,0.0,0.18859480578186094,0.3507264250648786
500,0.763792541686654,0.2934139809976423,0.3696172465009332,0.17433161239008696,0.0,0.5277279675504943
600,0.4065659234186221,0.38487899125861824,0.4002907673786684,0.1808229704076744,0.18203357847799714,1.0
700,0.02093627788916108,0.3454264124204361,0.6730977449251397,0.5210144012070377,0.4733804516592388,0.68061822485664
800,0.0,0.563343774325589,1.0,0.7503575642526009,1.0,0.0
900,0.549937809230718,1.0,0.8856089397357658,1.0,0.8915777299202202,0.37273569845280924
1000,1.0,0.0,0.9960792395205038,0.8726482530935259,0.8125999768767043,0.68612054914177
1100,0.8148381517113752,0.4075222724614805,0.5494705508916959,0.24832213079137164,0.7119539820487475,0.5554868572021472
1200,0.5255616334209088,0.7039087983671839,0.8045345017821719,0.36538672613109646,0.6673416862788406,0.20797527197091903
1300,0.3379561633283402,0.5032713116755917,0.21718661284630297,0.5717350520063983,0.3548733389378504,0.4045131337492475
1400,0.40621533675041643,0.39545986035283764,0.0,0.43222575550759723,0.19280695092470893,0.4191035486217768
1500,0.5314503371419663,0.43914543129882155,0.2623535207439879,0.1180547757474065,0.08736154436553979,0.407295202911962
1600,0.5804446727664113,0.44797210728026543,0.4815442379217701,0.11183848036770741,0.06715132850353432,0.7239567259491083
1700,0.7120456483202925,0.5389796807684808,0.7828740504372487,0.4382220152697873,0.06328347197457487,0.6222565533017156
1800,0.4985842808164009,0.4124976495795853,0.5067203404569366,0.6719110783533239,0.19090338897920456,0.423802157670141
1900,0.1554525501721814,0.5750868046041115,0.8406172436461911,0.663769387450041,0.7457119074445979,0.18775888965165285
