ax,ay,az,gx,gy,gz
-0.04879529162319829,0.2592747229433148,-0.5527792152617097,0.3462447360323224,-0.006252476399270512,0.16893885233360106
0.11675359381242201,0.5397040017301522,-0.5731730362169534,-0.0337781285913874,-0.16891622972384823,0.07629754453847792
-0.03384077386543227,0.32787355468538104,-0.28620068157257983,-0.5162790837371829,-0.6184993950022513,-0.45260305443735793
0.473705575857984,0.25265468610672026,-0.44626302489046654,0.07861225319798026,-0.1622667631156509,0.03452125007909124
0.648527000141496,0.675457661658166,-0.4973212752185021,-0.428288227197515,-0.0020841513956423308,-0.31675037135102413
-0.26495079597735005,-0.054671396533058636,-0.40408634777382324,-0.43133817478652847,-0.20117109279560152,-0.305748235156995
-0.0009219065141449212,0.2551328519117575,-0.4361570686595927,-0.3128478935528223,-0.30250098611724263,-0.2344734088469954
-0.03519615373093954,0.24234798045062478,-0.3999377832840636,-0.5580633076843804,-0.09110757522290092,-0.20704774873113563
-0.05439498724804803,0.10117506428301981,-0.39861965353234896,-0.22043462836789884,-0.013795151541754813,-0.38579288043099547
-0.16833572331166313,-0.10993868046502053,-0.20903964181755708,0.26877618331592545,-0.19124651527114955,0.12030615176702097
0.21325978973596582,-0.039201115249867136,-0.4285192099881583,0.5710255081437041,0.04337038901064205,0.6700949002029788
-0.055836639417150224,0.1962174006112476,-0.4994269764070126,0.6509340598880646,-0.17953552067812373,0.1895080929596067
0.07495754367603924,0.3769991712451837,-0.523581279489264,0.22729698484519423,-0.11413258461206077,0.302559218189868
0.0854431352497087,0.5460558560463267,-0.5339238797147028,-0.39001143785807446,-0.3158991641093314,-0.19923462950421555
-0.5773433026816155,-0.6241206014139142,-0.056526814350933874,0.1565382929331378,-0.3417030501242563,0.16112573310668088
-0.20131228803613455,0.07146734472882699,-0.4172820220647764,-0.3139153803285655,0.1356689188951956,0.11360919115512091
-0.0659615246383567,0.29662849874742236,-0.6713501963987621,-0.7909264528523433,0.31758634750837045,-0.5492306557457916
-0.012042742777210624,0.2503643808296041,-0.4591591267701426,-0.4581776862651822,-0.0004962238784468331,-0.32839034305686654
-0.1827479170479155,0.20691398877640665,-0.42007935087761694,-0.3982463065875417,-0.19501785006584726,-0.08634297653455725
0.16762763340731546,0.2425337831423704,-0.3248522218072959,-0.22485705407847867,-0.044263591991847484,-0.3859523303871696
-0.34315709545116435,0.042400076896672134,-0.48598634682117503,-0.25535647877250844,-0.052104004237941814,-0.05652554923247699
-0.3522120111747725,-0.01376329511527774,-0.33950219607743126,0.3997712291861357,0.02034537892734556,0.499162905573614
0.5158160284449917,-0.04650718598605863,-0.3492715150491347,0.6811284761709522,-0.08703849985391254,0.24356216341043724
-0.07692595487262643,0.2400864848799067,-0.5743232059750032,0.41471594165465087,-0.0505160739442031,0.20258311427104947
0.1443122630852116,0.475406567577481,-0.5747331372734538,0.05436521935486316,-0.1245533874032293,0.15139919656207512
-0.02872841637866219,0.29203501012165467,-0.27845847725890904,-0.6597788771785815,-0.7627034312437456,-0.4651997080367215
0.062451553304275986,0.30866376466034784,-0.3969832048084271,0.06549750586979508,-0.04892814087391906,0.07215180106897523
0.5941061233807681,0.638592964917502,-0.46914322339119774,-0.39885628927922845,-0.02183405611577105,-0.3006457830286494
-0.23707339629914947,-0.004124700269545145,-0.48868152010819854,-0.41822341039301625,-0.19035330673686257,-0.19572669478120142
-0.07725680876585272,0.2240618712120961,-0.46691032135504396,-0.3198627627683277,-0.2665740219203043,-0.2861356942680552
