timestamp,ax,ay,az,gx,gy,gz
0,0.43365327434939327,0.6329715539331533,0.2802790211108598,0.6126572534833055,0.4720127067075634,0.6284780423171173
100,0.5377778439427634,0.5815095631187158,0.32908573774458616,0.7634769245513656,0.44189162783133445,0.7613808566052698
200,0.891762778332145,0.487476119696309,0.2798763077954702,0.8192146390931195,0.42908892890542155,0.5332057745579606
300,0.6682539647259702,0.7367786349341433,0.2009596651446435,0.6003812323561731,0.38303891012710106,0.6268037999336988
400,0.6708208753632722,0.7999180494403665,0.20797706278883785,0.27815478665759885,0.289896788543015,0.405564853432551
500,0.6079944194933788,0.7422392691698728,0.3232267062559906,0.5330537485470641,0.4199583220809258,0.6612453205738131
600,0.7964433023974099,0.7172283504681648,0.2349176744637729,0.6257720008114991,0.5492755086950017,0.48720402029394977
700,0.8456733057927704,0.802501872962815,0.22779422504530952,0.2548227097866734,0.6091703083442763,0.41553057383319797
800,0.5599672290392013,0.5575856908428084,0.2563502582373631,0.2672512265867374,0.4180726519070326,0.45188551625188633
900,0.6040339171909483,0.7428254869515168,0.31440636751594114,0.24231794515016644,0.464321163013274,0.4300406625937936
1000,0.6006418044088264,0.7304765005951465,0.3269305256491156,0.3501334268876828,0.541881700716049,0.357649686590548
1100,0.5572793409849305,0.6741483467985783,0.32854926280751245,0.3975600376624775,0.4700277917579818,0.5356772711831562
1200,0.5411484733830376,0.5119208236690521,0.436750496198909,0.7991612533205794,0.4210004005552894,0.7524515698415526
1300,0.6417909491462973,0.5624055193201729,0.22934022439828874,0.8347693342533213,0.5149364831214344,0.42621382349753517
1400,0.7226997630757629,0.6388752203820736,0.25525717078239973,0.6339306046392049,0.4502778918968046,0.5609503345861762
1500,0.5679008133921732,0.7274674683760258,0.22754506709458588,0.4509340383431101,0.36328901096005994,0.45945946054453923
1600,0.6666190439553095,0.8733129892256453,0.23211260538255699,0.3539458613739295,0.29595078649707907,0.4129793522299136
1700,0.47508332551390026,0.347708307343005,0.43504840317462984,0.3677468477629064,0.3553493511617366,0.4427170545539036
1800,0.5928715351691046,0.4955406468889781,0.8196602566056047,0.1419748367122247,0.6585946842028123,0.3588455701836581
1900,0.564796731215679,0.6186198283091872,0.31194666308151864,0.2693099523017634,0.42050417390030187,0.4197560422807893
