timestamp,ax,ay,az,gx,gy,gz
0,0.47978933199064067,0.3689454097233743,0.5520507593059318,0.5197775070852816,0.10814541033154436,0.10459544987656995
100,0.4793510431421562,0.32033429390909374,0.4851497162561229,0.44144005588591545,0.09629542950286679,0.08063152441022044
200,0.4709759049889058,0.4191992116731962,0.43658927207134063,0.3631026046865493,0.08444544867418913,0.05666759894387082
300,0.5155880923517058,0.4729286950279202,0.5571622344880474,0.4978368388432971,0.06442703576660036,0.0329856123687163
400,0.4857899129356511,0.34116095344198505,0.44244105522483906,0.49768232699557835,0.07880808416718472,0.016633761875498285
500,0.44062808049373886,0.375867650494905,0.35306602713644136,0.4975278151478596,0.09318913256776909,0.00028191138228026645
600,0.44391389149320176,0.4053957041607261,0.705556395370209,0.5982694748437253,0.054302810381944386,0.0
700,0.41917984660347546,0.3554683399422271,0.39167030964646166,0.4660074198854882,0.0,0.014801227855017592
800,0.40323965350098795,0.40404830194812863,0.458328668957307,0.450092710877719,0.037390694409453244,0.026924160033789845
900,0.4273806979877271,0.473070580307407,0.5219130342412763,0.43417800186994976,0.07478138881890649,0.0390470922125622
1000,0.5140633076562037,0.4441601847556287,0.5511229229908019,0.48918418102467826,0.07202026093378351,0.06921342570497825
1100,0.43512193803229204,0.3297139606310638,0.44033902182926693,0.442521634108588,0.05706398317000824,0.09811110295929919
1200,0.45422137479846314,0.3767829629303539,0.3429656443171448,0.3491965440454955,0.10941095534324428,0.11284185296874438
1300,0.510301347424679,0.4909667500821177,0.8389964986537917,0.25587145398240296,0.16175792751648033,0.12757260297818962
1400,0.46486061614463436,0.4136131983786469,0.23017449532812126,0.46013597344126217,0.14265993547355013,0.14477024263607333
1500,0.529231522883593,0.3775533424311479,0.6546451056736428,0.5185414123035313,0.1840773252312816,0.16605583116280986
1600,0.4050873251339359,0.37136660244015407,0.37789004056984726,0.5769468511658005,0.22549471498901313,0.18734141968954646
1700,0.39852685631248785,0.47383960529479296,0.4862405674060108,0.36773794881084987,0.28693051765433336,0.266281365770417
1800,0.4089496068088509,0.5220457216000881,0.596722543848531,0.5222496947642379,0.3780487706310622,0.33323936287257944
1900,0.476445869024726,0.4853451808106089,0.51803336288572,0.4391223753433189,0.43683846714857083,0.3661545042729521
