timestamp,ax,ay,az,gx,gy,gz
0,0.5100727930172421,0.40085165030527287,0.4010765516029661,0.41285538007656836,0.5624712420223447,0.5974062617488879
100,0.4896034913136016,0.439039785445076,0.6519870241825674,0.3584672454858989,0.5888173065825794,0.5965604768824843
200,0.47422653367376155,0.4312411744985755,0.3784563026274256,0.5979604473792014,0.5678785115742101,0.5728784915968111
300,0.4633993988453666,0.3635371763136253,0.4101228535358577,0.5077255905013941,0.586056146774271,0.5823230924237182
400,0.5582289025237427,0.5040462701780167,0.5129750003064085,0.5162237364722941,0.5995168005328205,0.5786580234156397
500,0.48179668348591925,0.4663051244628504,0.46456000294161026,0.5247218824431942,0.6129774542913701,0.5749929544075612
600,0.5174170215842887,0.3316973068887156,0.5737877048410016,0.4351050691871755,0.5924988527013203,0.5648435327870134
700,0.4845600097612349,0.49091290817414956,0.4367996796901396,0.4369592113597988,0.6056143610014748,0.5683676373999585
800,0.46937655485173474,0.3918007917130864,0.5673467803548635,0.5452719468825249,0.5952600123342263,0.5692134224812759
900,0.4395040875987211,0.40364770460771593,0.2612010393727667,0.6535846824052508,0.5849056636669777,0.5700592075625932
1000,0.5763845363464074,0.5244174745774746,0.5922100154026453,0.41161928341027526,0.6014726214644148,0.5873978033414491
1100,0.548222632576414,0.3392378830309958,0.4589308841614025,0.5010815848185756,0.6082604720605492,0.5812658610183432
1200,0.5058675388876025,0.37341665848314515,0.5171831526823807,0.5905438862268759,0.6150483226566834,0.5751339186952374
1300,0.5044190138389869,0.48662214832599116,0.5088979952035133,0.4823856644364128,0.5669581257899836,0.5713278852920259
1400,0.4896723536114429,0.3861778679281695,0.458328668957307,0.5951792378893502,0.5911182729725681,0.581336343269638
1500,0.4827806656288166,0.45667792041556493,0.4716521696498137,0.530129793344263,0.5953750607326569,0.5819001999905162
1600,0.5010374863683839,0.43999607191111667,0.5836678746379063,0.4650803487991755,0.5996318484927455,0.5824640567113945
1700,0.4962548593479811,0.37530789782905316,0.4515216760703099,0.5441903620639512,0.5736309286892963,0.5876797319168011
1800,0.47559686808978613,0.48495067878053166,0.4041820046330428,0.4845488284199306,0.5678785115742101,0.5690724579786862
1900,0.5086488972218203,0.4751294406875512,0.5217079378827582,0.5140605715465031,0.5805338271576542,0.5707640283562343
