ax,ay,az,gx,gy,gz
-0.026344689550533484,-0.18214502051601156,-0.05146694858321832,0.04555664852016572,0.005039375897312848,0.3045655219321646
0.01718119422722708,-0.31989850675768816,-0.38853506076900224,0.13557955406820232,-0.06415065094065431,0.21655107001007767
-0.038884158362499255,0.15004451558782983,0.03771318875372054,0.06295933489632666,-0.07294194042497504,0.14247699908753653
0.015515568083283915,0.24145557269954332,-0.12731319190081136,0.0858139859789806,0.035385874112121574,-0.10198645146486252
0.2870471340478198,0.32843073191357175,-0.04983224140593834,0.2722713058432864,-0.18936215379997023,-0.3984728364166199
0.5638308596767014,0.27994076072138174,0.13045997211495708,0.3343365118897841,-0.24027070587749477,-0.6711972160365507
0.07720851042919397,0.17725402763942588,-0.2181891672825368,0.2719223734641072,-0.19907303981479407,-0.8123118168402106
-0.08335680175345983,0.12058219613352295,0.1075590123347836,-0.11054410101137957,-0.35396894278911617,0.3785128634076096
0.08399512910818352,0.15579122714355242,-0.065098040634477,-0.3438883466366588,0.11803871392990573,1.0
-0.05917618376275513,-0.23999227048297922,-0.38230413425208165,0.12471923365254023,0.758515396323924,0.23530721254496734
0.2912412188210769,0.1321012079922954,-0.033506946868844256,0.530999896408717,-0.5173250918577745,-0.37185939725228545
1.0,-1.0,0.8078475576358595,0.9262021635623188,0.19524756994866865,0.06713561951213709
-0.5522772170270295,-0.2395977782593116,0.17545805405057857,0.41384801475877064,0.1367983703654625,-0.5768462350320696
-0.8947535049780084,0.3677673100291101,-0.19343104650092735,-0.28963037201140795,-0.011586829430342505,0.2900548584206868
-0.03467200624207967,0.2841448628803791,-0.06275013196831669,-1.0,-0.04296327608861894,0.053575437490303024
0.5708410058125075,0.2767508765497375,0.30420030758223726,0.5795442241260857,-0.6158684342577321,-0.2999397552941737
0.5268515887003602,0.28991122653886237,0.43381107345410186,0.3308472466682595,-0.19888912339010556,0.19741473913390006
0.003255330353719721,-0.40715761280854157,0.13288216125069452,1.0,0.521591985840971,-0.12067922218525473
0.03616334834713064,-0.13114945417874813,-0.5602412759600726,0.0880820073968005,-0.20359742502516054,0.03355199339350423
-0.21433075524416811,1.0,-1.0,-0.18477811024431867,0.15136468292248573,0.2074898294513221
-0.999385432948349,-0.5880029207490118,0.08087060974383431,-0.8699814992138114,-1.0,-0.5942083394670046
-0.5709017478831229,-0.6728386866837653,0.45887181383705444,0.48751502473832464,-0.6900978277313301,-0.12517816010285843
0.032912660956913475,0.5185979422179088,0.12966396516976153,0.22944064455722324,-0.3587140194765024,0.2253588516746412
-0.02510936573867073,0.2073855640708413,0.1357968630999835,0.6445316863790114,0.3129552178489228,-0.14532834073770262
-0.22024362795702823,-0.38215334390222666,0.10176059075968835,-0.060167910028881666,0.07353051105978214,0.05984860539462411
-0.4709444210018727,0.7468804849391604,-0.3684446940505639,-0.19262894723103785,0.17873171035952318,0.5243798468411665
-1.0,-0.15481539450256698,-0.3646590103856068,-0.3410533113228863,0.6363937706963612,-0.07746406945045992
-0.7620494604908177,-0.7511102610775223,0.6750760621124394,0.05480319061932337,1.0,-1.0
-0.3304924636437693,0.5265470881563239,0.06227005133577834,0.6147857599119539,-0.7585522125392868,-0.4446028089803187
0.3817028198901633,-0.024324380901282083,1.0,0.28601026080833303,0.08857502278620766,0.24455856145626553
