timestamp,ax,ay,az,gx,gy,gz
0,0.7470291965195824,0.7176066924468668,0.430501650950766,0.4430409445844557,0.548685947413273,0.6875143719387128
100,0.5812989069679075,0.6063343089044373,0.0,0.6235635853026643,0.43562462189526785,0.37943833921104775
200,0.5521149394558956,0.5938487999987678,0.256117493346046,0.6783810007850484,0.2695686293075131,0.08551054014362422
300,0.6169921323108608,0.5996382344507606,0.26104729930258624,0.65342013529421,0.440965185444982,0.3615170741212897
400,0.5128867739751244,0.35891141975245255,0.2731766552221422,0.49964819888190887,0.47002122284522974,0.7278150553356093
500,0.6534623014529461,0.570178499092285,0.3879733011692959,0.1628506114448859,0.617336706665215,1.0
600,0.8503600884385117,0.0,0.48633250941565,0.47115446488586604,0.5974050334719749,0.775776436671222
700,0.0,1.0,0.20087201663632545,0.8724567033168272,0.28950977648761345,0.23362981502394228
800,0.5999246793193739,0.5742770785799806,0.31855534347416853,0.774316135569069,0.1851901528469092,0.0
900,0.51813440191825,0.536081124200872,0.2374162759885782,0.4903564858127621,0.18443278422248913,0.24806188238061772
1000,0.9494017782320012,0.5764350515313069,0.7193166791118665,0.0,0.30558566913700846,0.7261890440174676
1100,0.6117184505636155,0.6099391932375235,0.46916733905414315,0.11929912081428978,0.22573962576941803,0.45551445179989525
1200,0.7242960114401479,0.4856394731248601,0.35866285238737255,1.0,0.0,0.16681753930797488
1300,0.5938216341980939,0.7050365525500475,0.27323242789525637,0.742099397528767,0.3333429376514391,0.34231581215027385
1400,0.4381946511223588,0.5377637083955419,0.14600990678210224,0.7491541580534606,0.6482283819657919,0.5284624540941484
1500,0.6860982672600786,0.18740566028048802,0.518941884874615,0.20361246181928486,0.45638298280082507,0.7084762725230088
1600,0.574442017343805,0.6316360853021027,0.36243076376611755,0.16707326957721058,0.7538956506237029,0.7466552681529135
1700,0.8084825093688177,0.039629484923100936,1.0,0.3457969908528919,1.0,0.40261280883791717
1800,0.46871607477231664,0.7348296556779933,0.06534450295304703,0.6347468951309311,0.5520870662166111,0.42041499890088063
1900,1.0,0.6031295340824377,0.2627841167953326,0.7121215219630782,0.0870734086564741,0.37251145222156906
